profile_image,experience,price,categories,supermalter,missions,profil,link,creation_date,Region_Name
https://dam.malt.com/vlbs91dfux7nrstufp3y?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,450 €,"['Graphiste', 'UX Designer', 'Webdesigner']",0,9.0,pascalantoinet,https://www.malt.fr/profile/pascalantoinet,2014-02-10,île-de-france
https://dam.malt.com/y5ipnyo6uhtxl7cbdyrd?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,400 €,['Traffic Manager'],0,,marjolainegrondin,https://www.malt.fr/profile/marjolainegrondin,2013-11-04,île-de-france
https://dam.malt.com/0390df61-6b80-4f86-b821-84e1347bcc4c?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,400 €,['Concepteur Rédacteur'],0,,amandinemouterde,https://www.malt.fr/profile/amandinemouterde,2013-10-05,auvergne-rhône-alpes
https://dam.malt.com/vnzqkkplajombtptsbxd?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,590 €,['Développeur Web Front-end'],0,,xavierbeaume,https://www.malt.fr/profile/xavierbeaume,2014-03-04,île-de-france
https://dam.malt.com/50adb9f2-8b9d-46b0-8d77-2cc951d11729?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,450 €,"['Community Manager', 'Consultant Communication', 'Rédacteur web']",0,,aurelieravier,https://www.malt.fr/profile/aurelieravier,2013-11-04,île-de-france
https://dam.malt.com/dmeitge6etyysagfizj8?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,600 €,"['Brand manager', 'Community Manager', 'Concepteur Rédacteur', 'Consultant Communication', 'Content manager', 'Planneur Stratégique', 'Social media manager']",0,,vincentledu,https://www.malt.fr/profile/vincentledu,2013-09-12,île-de-france
https://dam.malt.com/urgwsygqtsrsgas9r4x5?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,1 000 €,"['Photographe', 'Directeur artistique']",0,1.0,florieberger,https://www.malt.fr/profile/florieberger,2014-03-17,île-de-france
https://dam.malt.com/blen3dt4gy4c7yksfukv?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,280 €,['Graphiste'],0,,elodielepape,https://www.malt.fr/profile/elodielepape,2013-07-03,île-de-france
https://dam.malt.com/ajnfdv2ktxbeww2kjmoq?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,450 €,['Graphiste'],0,,thomasrainfroy,https://www.malt.fr/profile/thomasrainfroy,2013-06-09,occitanie
https://dam.malt.com/sjzzumv5hwfhbmhjeszy?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,3-7 ans,500 €,['Consultant Communication'],0,,benjaminbraquet,https://www.malt.fr/profile/benjaminbraquet,2013-09-23,île-de-france
https://dam.malt.com/f13lbqv4w2qeuvzobf8u?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,440 €,[],0,,quentinrenard,https://www.malt.fr/profile/quentinrenard,2013-03-13,île-de-france
No profile image,-,420 €,['Product Manager'],0,,jonathanjouanno,https://www.malt.fr/profile/jonathanjouanno,2014-01-04,occitanie
https://dam.malt.com/ca1edead-295f-48ab-b224-d52bcfeacc3e?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,600 €,"['Chef de projet digital', 'Chef de projet SI', 'Scrum Master', 'Administrateur base de données', 'Développeur CMS', 'Développeur Mobile', 'Développeur Web Back-end', 'Développeur Web Front-end', 'DevOps', 'Intégrateur Web']",0,4.0,thomasmauffray,https://www.malt.fr/profile/thomasmauffray,2013-12-25,provence-alpes-côte d'azur
https://dam.malt.com/dpcng4xmcgjpc2el3syn?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,600 €,"['Chef de projet SI', 'Scrum Master', 'Développeur Web Back-end', 'Développeur Web Front-end', 'DevOps']",0,,thierryballa,https://www.malt.fr/profile/thierryballa,2013-12-23,île-de-france
No profile image,-,125 €,['Traffic Manager'],0,,matthieumallein,https://www.malt.fr/profile/matthieumallein,2013-11-14,auvergne-rhône-alpes
https://dam.malt.com/b18e11d8-46f0-4097-9889-008f44fdd7f6?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,15 ans et +,800 €,"['Développeur Web Back-end', 'Développeur Web Front-end', 'Ingénieur logiciel']",0,1.0,christophebernard,https://www.malt.fr/profile/christophebernard,2013-01-28,île-de-france
https://dam.malt.com/tha5x1laki1raqsoxf3d?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,500 €,"['Administrateur base de données', 'Administrateur Système et Réseaux', 'Développeur CMS', 'Développeur Web Back-end', 'Développeur Web Front-end']",0,,laurentguedon,https://www.malt.fr/profile/laurentguedon,2013-10-23,île-de-france
https://dam.malt.com/teangcbaaa9pz8cbbqya?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,200 €,['Content manager'],0,,davidxoual,https://www.malt.fr/profile/davidxoual,2013-09-04,île-de-france
https://dam.malt.com/ydtqlct1lomnqeucz2ld?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,650 €,"['Cloud Engineer & Architect', 'Développeur CMS', 'Développeur Mobile', 'Développeur Web Back-end', 'Développeur Web Front-end']",0,,arnaudore,https://www.malt.fr/profile/arnaudore,2014-03-10,île-de-france
https://dam.malt.com/yvvepheqtqhppeipytbt?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,500 €,"['Community Manager', 'Consultant Communication', 'Content manager', 'Social media manager']",0,,lauramanach,https://www.malt.fr/profile/lauramanach,2013-08-17,île-de-france
https://dam.malt.com/zmbu5wni2zze9c9yamde?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,3-7 ans,300 €,"['Graphiste', 'Illustrateur']",0,,celinepecheur,https://www.malt.fr/profile/celinepecheur,2013-12-10,occitanie
No profile image,-,450 €,['Développeur Web Back-end'],0,,olivierneocel,https://www.malt.fr/profile/olivierneocel,2013-07-16,île-de-france
https://dam.malt.com/t584asolcks2wv229dxr?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,500 €,[],0,,philipperobson,https://www.malt.fr/profile/philipperobson,2014-01-22,île-de-france
No profile image,-,550 €,['Développeur Web Back-end'],0,,ellenedijouxsiber,https://www.malt.fr/profile/ellenedijouxsiber,2013-01-30,île-de-france
https://dam.malt.com/yurmuzwbd4ao3hdqxohm?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,550 €,[],0,,sebastienpoudat,https://www.malt.fr/profile/sebastienpoudat,2013-05-21,pays de la loire
https://dam.malt.com/xgepcb0yeq3wofhmcrqg?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,620 €,['Réalisateur vidéo'],0,,agathechedeville,https://www.malt.fr/profile/agathechedeville,2013-05-02,île-de-france
https://dam.malt.com/yhtxc4wvslrs7qbxlslr?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,400 €,['Traffic Manager'],0,,gregoirebessagnet,https://www.malt.fr/profile/gregoirebessagnet,2013-05-29,nouvelle-aquitaine
https://dam.malt.com/nqbfvdzuaehdhlnhhqby?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,250 €,['Graphiste'],0,,lydiarobin,https://www.malt.fr/profile/lydiarobin,2013-06-10,nouvelle-aquitaine
https://dam.malt.com/d3e7937d-376b-4beb-8a2e-5fd9be467db4?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,500 €,"['Directeur artistique', 'Graphiste', 'Illustrateur', 'UI Designer', 'UX Designer', 'Webdesigner']",0,,xavierguiter,https://www.malt.fr/profile/xavierguiter,2013-07-30,île-de-france
https://dam.malt.com/qranjq9em2yrrpkyfery?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,540 €,"['Développeur CMS', 'Développeur Web Back-end', 'Développeur Web Front-end', 'Webdesigner']",0,,willybahuaud,https://www.malt.fr/profile/willybahuaud,2014-01-09,pays de la loire
https://dam.malt.com/el0dw6yzdxmxg22n4fuu?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,500 €,[],0,,mathieurichardoz,https://www.malt.fr/profile/mathieurichardoz,2013-06-17,île-de-france
https://dam.malt.com/ulcaz3aqztt0eqyaooq1?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,220 €,['Consultant Communication'],0,,emilieguillemin,https://www.malt.fr/profile/emilieguillemin,2013-11-15,provence-alpes-côte d'azur
https://dam.malt.com/zdt0umgq0tmjvrzx6oqx?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,180 €,['Développeur Web Back-end'],0,4.0,guillaumerodrigues,https://www.malt.fr/profile/guillaumerodrigues,2013-12-06,nouvelle-aquitaine
https://dam.malt.com/c31f1900-a494-4390-ae34-b14970e5f969?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,3-7 ans,395 €,"['Consultant Communication', 'Content manager', 'Pigiste', 'Rédacteur web', 'Responsable Partenariats', 'Social media manager']",0,7.0,oliviamahieu,https://www.malt.fr/profile/oliviamahieu,2014-02-17,provence-alpes-côte d'azur
https://dam.malt.com/tugfetzhnoz7a6gvgkxi?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,280 €,['Traffic Manager'],0,,emilienguyen,https://www.malt.fr/profile/emilienguyen,2013-05-20,île-de-france
No profile image,-,300 €,['Product Manager'],0,,romainsuard,https://www.malt.fr/profile/romainsuard,2013-10-23,île-de-france
https://dam.malt.com/yg80ohmidtagxvcthw9k?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,500 €,['Graphiste'],0,,nicolasgall,https://www.malt.fr/profile/nicolasgall,2013-10-13,grand est
No profile image,-,500 €,['Product Manager'],0,,manuelpardo,https://www.malt.fr/profile/manuelpardo,2013-07-05,île-de-france
https://dam.malt.com/hfate5zq0yzguvsiqgga?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,250 €,['Product Manager'],0,1.0,sophieblanchon,https://www.malt.fr/profile/sophieblanchon,2013-09-13,occitanie
No profile image,-,400 €,['Développeur Web Back-end'],0,,mohamedibnelazzouzi,https://www.malt.fr/profile/mohamedibnelazzouzi,2013-07-04,auvergne-rhône-alpes
https://dam.malt.com/37990594-2b3b-4125-a79b-915d571a6a9d?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,3-7 ans,700 €,"['Graphiste', 'Illustrateur', 'UX Designer', 'Webdesigner']",0,2.0,angelip,https://www.malt.fr/profile/angelip,2014-03-06,île-de-france
No profile image,-,100 €,['Consultant Communication'],0,,erdaltaskin,https://www.malt.fr/profile/erdaltaskin,2013-10-18,île-de-france
https://dam.malt.com/g72jk2ifwgtpsjehvgtv?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,550 €,['Développeur Web Back-end'],0,,salimhamidi,https://www.malt.fr/profile/salimhamidi,2013-11-20,île-de-france
https://dam.malt.com/1698fac9-d915-4aee-984b-19965fbb24f8?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,550 €,"['Consultant BI', 'Consultant lean management', 'Consultant management', 'Chef de projet digital', 'Chef de projet SI', 'Coach Agile', 'Product Manager']",0,1.0,mickaelgarcia,https://www.malt.fr/profile/mickaelgarcia,2013-10-28,nouvelle-aquitaine
No profile image,-,500 €,['Consultant Communication'],0,,sarahlea,https://www.malt.fr/profile/sarahlea,2013-06-12,île-de-france
https://dam.malt.com/skxwcxskc8akiubqwywf?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,300 €,['Graphiste'],0,,clementbonnet,https://www.malt.fr/profile/clementbonnet,2013-03-06,occitanie
https://dam.malt.com/79592f32-fe21-4c3b-ae10-3885c5741a9c?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,1 200 €,"['Business Analyst', 'Consultant Stratégie', 'Consultant analytics', 'Consultant Marketing', 'Conversion Rate Optimizer', 'Directeur Marketing', 'Growth Hacker', 'Traffic Manager']",1,8.0,marieandrade,https://www.malt.fr/profile/marieandrade,2014-01-28,île-de-france
https://dam.malt.com/grqkrwqtdrjdcmg9xlsn?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,500 €,['Graphiste'],0,,traianbompa,https://www.malt.fr/profile/traianbompa,2013-10-04,île-de-france
https://dam.malt.com/pmx1oaqfrti2dcxihkmc?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,550 €,['Développeur Web Back-end'],0,1.0,thibaultdalban,https://www.malt.fr/profile/thibaultdalban,2013-11-30,auvergne-rhône-alpes
https://dam.malt.com/uesxrkmn2nejxk8mlqt4?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,500 €,"['Consultant analytics', 'Consultant Marketing', 'Consultant SEO', 'Conversion Rate Optimizer', 'Growth Hacker', 'Revenue Manager', 'Traffic Manager']",1,64.0,stiveldahyot,https://www.malt.fr/profile/stiveldahyot,2013-07-12,nouvelle-aquitaine
https://dam.malt.com/hqnk8hixrcsxqy7g5yq0?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,200 €,['Graphiste'],0,,lennykaziou,https://www.malt.fr/profile/lennykaziou,2013-09-03,île-de-france
https://dam.malt.com/bkxjpslaid5ul4zqaxzz?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,500 €,['Réalisateur vidéo'],0,,teddybenhamou,https://www.malt.fr/profile/teddybenhamou,2014-02-07,île-de-france
No profile image,-,270 €,['Product Manager'],0,,cendrinefabre,https://www.malt.fr/profile/cendrinefabre,2013-03-21,île-de-france
No profile image,-,250 €,['Graphiste'],0,,anthonyrodriguez,https://www.malt.fr/profile/anthonyrodriguez,2014-01-31,nouvelle-aquitaine
https://dam.malt.com/4d26d1e4-4521-49b4-b164-91032f32d9d3?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,450 €,"['Community Manager', 'Concepteur Rédacteur', 'Rédacteur web']",0,,yannderriennic,https://www.malt.fr/profile/yannderriennic,2014-03-04,provence-alpes-côte d'azur
https://dam.malt.com/811c5ee8-0571-4469-a358-d8a4c8707a51?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,15 ans et +,600 €,['Développeur Web Back-end'],0,1.0,michaelthieulin,https://www.malt.fr/profile/michaelthieulin,2013-01-25,île-de-france
https://dam.malt.com/bsb0xsflcdjsnpw6gpyy?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,700 €,"['Développeur Web Back-end', 'Développeur Web Front-end']",0,,nicolaszozol,https://www.malt.fr/profile/nicolaszozol,2014-02-19,occitanie
https://dam.malt.com/98609a6e-cac9-4258-b60a-e7b1822dfa63?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,450 €,"['Brand manager', 'Concepteur Rédacteur', 'Content manager']",0,7.0,christophemaiamichalon,https://www.malt.fr/profile/christophemaiamichalon,2013-10-30,île-de-france
https://dam.malt.com/rhr1rcppx7mrtogahebg?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,500 €,"['Développeur Web Back-end', 'Développeur Web Front-end', 'Ingénieur logiciel']",0,,bastienmontois,https://www.malt.fr/profile/bastienmontois,2013-09-26,hauts-de-france
https://dam.malt.com/hqksqbryeqfn5pvhjcc9?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,180 €,['Consultant SEO'],0,,aghilesyahiaoui,https://www.malt.fr/profile/aghilesyahiaoui,2014-01-14,provence-alpes-côte d'azur
No profile image,-,1 €,['Consultant Communication'],0,,maximechatellier,https://www.malt.fr/profile/maximechatellier,2013-06-14,bourgogne-franche-comté
https://dam.malt.com/oqjtgwwqdtxr2z5dqidh?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,600 €,[],0,,francoiscarbonel,https://www.malt.fr/profile/francoiscarbonel,2013-09-16,île-de-france
No profile image,-,300 €,['Traffic Manager'],0,,juliendemas,https://www.malt.fr/profile/juliendemas,2014-01-31,provence-alpes-côte d'azur
https://dam.malt.com/tux8wk4hvf07yj3qlg0p?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,1 200 €,"['Chef de projet digital', 'Chef de projet SI', 'Product Manager', 'Développeur Web Back-end', 'Développeur Web Front-end']",0,4.0,maximelenne,https://www.malt.fr/profile/maximelenne,2013-12-10,hauts-de-france
No profile image,-,400 €,['Développeur CMS'],0,,bastienstroppa,https://www.malt.fr/profile/bastienstroppa,2013-12-19,hauts-de-france
https://dam.malt.com/sygpjdgam640cfthlf5k?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,350 €,['Réalisateur vidéo'],0,,thomasroger,https://www.malt.fr/profile/thomasroger,2014-03-04,île-de-france
No profile image,-,150 €,[],0,,nazimmatthieubeyboumezragcadrot,https://www.malt.fr/profile/nazimmatthieubeyboumezragcadrot,2013-10-03,île-de-france
https://dam.malt.com/z5tbk5tpiujyowjruxj0?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,1 000 €,"['Concepteur Rédacteur', 'Consultant Communication', 'Content manager', 'Planneur Stratégique']",0,2.0,myleneaboukrat,https://www.malt.fr/profile/myleneaboukrat,2013-04-10,île-de-france
https://dam.malt.com/j4e1ursqdjnguad8upeb?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,350 €,['Développeur Web Front-end'],0,1.0,raphaelgaudin,https://www.malt.fr/profile/raphaelgaudin,2014-02-21,pays de la loire
https://dam.malt.com/mdfqydohey2rprjb6ihd?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,700 €,['Architecte & Urbaniste SI'],0,,nicolaspotier,https://www.malt.fr/profile/nicolaspotier,2014-03-07,provence-alpes-côte d'azur
https://dam.malt.com/ypbrcqnx5all3s0lfsr2?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,125 €,['Content manager'],0,,habyba,https://www.malt.fr/profile/habyba,2014-02-14,île-de-france
https://dam.malt.com/aghotgaestxnxtk3sjex?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,300 €,"['Photographe', 'Retoucheur', 'Sound Designer', 'Directeur artistique', 'Graphiste', 'UI Designer', 'UX Designer']",0,3.0,francoislebreton,https://www.malt.fr/profile/francoislebreton,2013-10-31,île-de-france
https://dam.malt.com/nr2pmqn3zfr1xjmgpqnp?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,550 €,"['Développeur Mobile', 'Développeur Web Front-end', 'Intégrateur Web']",0,5.0,thomasgoguelin,https://www.malt.fr/profile/thomasgoguelin,2013-08-27,île-de-france
https://dam.malt.com/vdrgbivs3icujngujshp?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,700 €,"['Community Manager', 'Concepteur Rédacteur', 'Consultant Communication']",0,1.0,guillaumeladvie,https://www.malt.fr/profile/guillaumeladvie,2014-01-06,île-de-france
https://dam.malt.com/ovkxcktprjecxoksfzuu?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,1 200 €,"['Coach Agile', 'Scrum Master', 'Développeur Mobile', 'Développeur Web Back-end', 'Développeur Web Front-end']",0,,emilienpecoul,https://www.malt.fr/profile/emilienpecoul,2013-04-06,auvergne-rhône-alpes
https://dam.malt.com/probz2dhbjrdudgbpcpu?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,850 €,['Traducteur'],0,,soniahadjadj,https://www.malt.fr/profile/soniahadjadj,2013-07-26,île-de-france
https://dam.malt.com/nz1zndf5iwnnyfjlxmbs?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,600 €,['Community Manager'],0,,lucilereynard,https://www.malt.fr/profile/lucilereynard,2013-10-22,île-de-france
https://dam.malt.com/vmkqfe5mxqpps66ahv13?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,600 €,['Administrateur Système et Réseaux'],0,,nicolasrigaud,https://www.malt.fr/profile/nicolasrigaud,2013-06-10,île-de-france
https://dam.malt.com/dnpclkg6mige8jal62ru?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,390 €,"['Photographe', 'Graphiste', 'Illustrateur', 'UX Designer', 'Webdesigner']",0,4.0,amelienoel2412,https://www.malt.fr/profile/amelienoel2412,2013-01-25,île-de-france
No profile image,-,200 €,['Graphiste'],0,,cqfddesign,https://www.malt.fr/profile/cqfddesign,2013-03-06,occitanie
No profile image,-,500 €,['Consultant Communication'],0,,juliettesitbon,https://www.malt.fr/profile/juliettesitbon,2013-04-15,île-de-france
https://dam.malt.com/e3nuwtgzwrxk44ljtnt0?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,450 €,[],0,,mariececilebruneliere,https://www.malt.fr/profile/mariececilebruneliere,2014-03-11,pays de la loire
No profile image,-,200 €,[],0,,olivierschwimmer,https://www.malt.fr/profile/olivierschwimmer,2013-12-27,île-de-france
https://dam.malt.com/fpses36dklbvazz9l8lt?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,600 €,"['UI Designer', 'UX Designer']",0,,etienneachard,https://www.malt.fr/profile/etienneachard,2014-03-10,provence-alpes-côte d'azur
https://dam.malt.com/fvjgr2izohupe9t706a9?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,1 220 €,"['Administrateur Système et Réseaux', 'Architecte & Urbaniste SI', 'Développeur CMS', 'Développeur ERP', 'Développeur Mobile', 'Développeur Web Back-end', 'Développeur Web Front-end', 'Ingénieur logiciel', 'Intégrateur Web', 'Software developer engineer in Test', 'System Reliability Engineer', 'UI Designer', 'UX Designer', 'Webdesigner']",0,,antoineherzog,https://www.malt.fr/profile/antoineherzog,2013-07-12,nouvelle-aquitaine
https://dam.malt.com/s72elsew2d8u2kd6yhun?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,15 ans et +,750 €,"['Consultant Stratégie', 'Consultant Marketing']",0,14.0,dimitrilhomme,https://www.malt.fr/profile/dimitrilhomme,2013-12-10,île-de-france
https://dam.malt.com/wd1df1wv1ooyjfkn73rw?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,220 €,['Product Manager'],0,,stephaniecommoy,https://www.malt.fr/profile/stephaniecommoy,2013-12-10,île-de-france
No profile image,-,300 €,['Développeur Web Back-end'],0,,ea,https://www.malt.fr/profile/ea,2013-08-21,île-de-france
No profile image,3-7 ans,150 €,['Sound Designer'],0,3.0,nicolasjeudy,https://www.malt.fr/profile/nicolasjeudy,2013-05-21,bretagne
https://dam.malt.com/ttzrnuot6xknpxwshldp?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,500 €,"['Directeur artistique', 'Graphiste']",0,2.0,charlottetharreau,https://www.malt.fr/profile/charlottetharreau,2014-01-06,île-de-france
https://dam.malt.com/oqit604lsv1ilz4yqixh?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,500 €,['Développeur Web Back-end'],0,,mathieumonchyolivet,https://www.malt.fr/profile/mathieumonchyolivet,2014-01-28,occitanie
https://dam.malt.com/kd7kw2g5xz0wun3sfj0p?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,130 €,['Content manager'],0,,andriamiary,https://www.malt.fr/profile/andriamiary,2013-08-06,île-de-france
https://dam.malt.com/fh6paaxzx4dnuaajncvp?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,400 €,['Réalisateur vidéo'],0,,maximemichel,https://www.malt.fr/profile/maximemichel,2013-12-26,île-de-france
https://dam.malt.com/djhejpnmsprcnqd2xjf4?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,450 €,"['Motion Designer', 'Directeur artistique', 'Graphiste', 'Illustrateur']",0,6.0,cedricaudinot,https://www.malt.fr/profile/cedricaudinot,2013-06-04,île-de-france
https://dam.malt.com/qyqdimnxgum7fz15b2nf?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,400 €,['Développeur Web Front-end'],0,,sebastiendias,https://www.malt.fr/profile/sebastiendias,2013-07-03,provence-alpes-côte d'azur
No profile image,-,125 €,['Webdesigner'],0,,thomasmeau,https://www.malt.fr/profile/thomasmeau,2013-11-28,île-de-france
https://dam.malt.com/nhxxk3cfomi3ojq5boqf?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,400 €,['Webdesigner'],0,,samueltricot,https://www.malt.fr/profile/samueltricot,2014-02-21,pays de la loire
https://dam.malt.com/jwlq0mi5j42coihnfc5r?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,600 €,"['Développeur Mobile', 'Développeur Web Back-end', 'Développeur Web Front-end', 'DevOps']",0,,alexisweil,https://www.malt.fr/profile/alexisweil,2013-08-06,grand est
No profile image,-,250 €,['Graphiste'],0,,faridnajm,https://www.malt.fr/profile/faridnajm,2013-10-26,bretagne
https://dam.malt.com/mmzinl21a57fzmzwuywy?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,780 €,['Consultant Communication'],0,,oliviablanc,https://www.malt.fr/profile/oliviablanc,2014-02-20,île-de-france
https://dam.malt.com/uiwl6r7ask59sfrhivhy?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,800 €,['Photographe'],0,47.0,adrienthibault,https://www.malt.fr/profile/adrienthibault,2013-12-10,île-de-france
https://dam.malt.com/r2xejczvvrgecrblkm0q?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,800 €,['Administrateur base de données'],0,,guillaumebalaine,https://www.malt.fr/profile/guillaumebalaine,2013-04-04,île-de-france
https://dam.malt.com/eb6afbclays7fqzwk0xb?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,300 €,['Réalisateur vidéo'],0,,florianstegre,https://www.malt.fr/profile/florianstegre,2014-03-07,île-de-france
https://dam.malt.com/hdu1om20nmbkn00jmcii?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,250 €,['Graphiste'],0,1.0,floraambrosini,https://www.malt.fr/profile/floraambrosini,2013-03-13,corse
https://dam.malt.com/vz1gno4lhevdthndqpiw?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,300 €,['Graphiste'],0,4.0,oliviersada,https://www.malt.fr/profile/oliviersada,2014-02-12,occitanie
https://dam.malt.com/ac22c1c7-221f-4500-9cfc-a28d5945e54d?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,8-15 ans,350 €,"['Community Manager', 'Consultant Communication', 'Rédacteur web', 'Social media manager']",0,,juliecadeau,https://www.malt.fr/profile/juliecadeau,2013-03-10,pays de la loire
No profile image,-,125 €,[],0,,marilynbourdeau,https://www.malt.fr/profile/marilynbourdeau,2014-01-10,île-de-france
https://dam.malt.com/xxa78omrhmbpbbqxxmdk?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,300 €,['Graphiste'],0,,marceautruffaut,https://www.malt.fr/profile/marceautruffaut,2014-01-21,hauts-de-france
No profile image,8-15 ans,700 €,[],0,,arnaudfaure,https://www.malt.fr/profile/arnaudfaure,2013-05-27,île-de-france
https://dam.malt.com/bcfazkegrn0fjqy6et3e?gravity=face&func=face&face_margin=70&w=440&h=440&force_format=webp,-,450 €,['Graphiste'],0,,stephaneruel,https://www.malt.fr/profile/stephaneruel,2013-09-27,occitanie
No profile image,-,200 €,['Développeur CMS'],0,,abdelazizberrichi,https://www.malt.fr/profile/abdelazizberrichi,2013-10-30,île-de-france
